Gene symbol	Entrez ID	Aliases	Full name
CASP3	836	CPP32, CPP32B, SCA-1	caspase 3, apoptosis-related cysteine peptidase
CASP7	840	CASP-7, CMH-1, ICE-LAP3, LICE2, MCH3	caspase 7, apoptosis-related cysteine peptidase
CASP8	841	ALPS2B, CAP4, Casp-8, FLICE, MACH, MCH5	caspase 8, apoptosis-related cysteine peptidase
CASP9	842	APAF-3, APAF3, CASPASE-9c, ICE-LAP6, MCH6, PPP1R56	caspase 9, apoptosis-related cysteine peptidase
CASR	846	CAR, EIG8, FHH, FIH, GPRC2A, HHC, HHC1, NSHPT, PCAR1	calcium-sensing receptor
CAV1	857	BSCL3, CGL3, MSTP085, VIP21	caveolin 1, caveolae protein, 22kDa
CAV3	859	LGMD1C, LQT9, VIP-21, VIP21	caveolin 3
CBFA2T3	863	ETO2, MTG16, MTGR2, ZMYND4	core-binding factor, runt domain, alpha subunit 2 translocated to, 3
CBFB	865	PEBP2B	core-binding factor, beta subunit
CBS	875	HIP4	cystathionine-beta-synthase
CBX5	23468	HP1, HP1A	chromobox homolog 5
CBX8	57332	PC3, RC1	chromobox homolog 8
CCL11	6356	SCYA11	chemokine (C-C motif) ligand 11
CCL13	6357	CKb10, MCP-4, NCC-1, NCC1, SCYA13, SCYL1	chemokine (C-C motif) ligand 13
CCL17	6361	A-152E5.3, ABCD-2, SCYA17, TARC	chemokine (C-C motif) ligand 17
CCL19	6363	CKb11, ELC, MIP-3b, MIP3B, SCYA19	chemokine (C-C motif) ligand 19
CCL2	6347	GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF	chemokine (C-C motif) ligand 2
CCL20	6364	CKb4, LARC, MIP-3-alpha, MIP-3a, MIP3A, SCYA20, ST38	chemokine (C-C motif) ligand 20
CCL21	6366	6Ckine, CKb9, ECL, SCYA21, SLC, TCA4	chemokine (C-C motif) ligand 21
CCL22	6367	ABCD-1, DC/B-CK, MDC, SCYA22, STCP-1	chemokine (C-C motif) ligand 22
CCL26	10344	IMAC, MIP-4a, MIP-4alpha, SCYA26, TSC-1	chemokine (C-C motif) ligand 26
CCL3	6348	G0S19-1, LD78ALPHA, MIP-1-alpha, MIP1A, SCYA3	chemokine (C-C motif) ligand 3
CCL4	6351	ACT2, AT744.1, G-26, HC21, LAG-1, LAG1, MIP-1-beta, MIP1B, MIP1B1, SCYA2, SCYA4	chemokine (C-C motif) ligand 4
CCL5	6352	D17S136E, RANTES, SCYA5, SISd, TCP228	chemokine (C-C motif) ligand 5
CCL7	6354	FIC, MARC, MCP-3, MCP3, NC28, SCYA6, SCYA7	chemokine (C-C motif) ligand 7
CCNA2	890	CCN1, CCNA	cyclin A2
CCNB1	891	CCNB	cyclin B1
CCNB2	9133	HsT17299	cyclin B2
CCNC	892	CycC	cyclin C
CCND1	595	BCL1, D11S287E, PRAD1, U21B31	cyclin D1
CCND2	894	KIAK0002	cyclin D2
CCNE1	898	CCNE	cyclin E1
CCNE2	9134	CYCE2	cyclin E2
CCNT1	904	CCNT, CYCT1, HIVE1	cyclin T1
CCR1	1230	CD191, CKR-1, CKR1, CMKBR1, HM145, MIP1aR, SCYAR1	chemokine (C-C motif) receptor 1
CCR2	729230	CC-CKR-2, CCR-2, CCR2A, CCR2B, CD192, CKR2, CKR2A, CKR2B, CMKBR2, MCP-1-R	chemokine (C-C motif) receptor 2
CCR3	1232	CC-CKR-3, CD193, CKR3, CMKBR3	chemokine (C-C motif) receptor 3
CCR4	1233	CC-CKR-4, CD194, CKR4, CMKBR4, ChemR13, HGCN:14099, K5-5	chemokine (C-C motif) receptor 4
CCR5	1234	CC-CKR-5, CCCKR5, CCR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	chemokine (C-C motif) receptor 5 (gene/pseudogene)
CCR6	1235	BN-1, C-C CKR-6, CC-CKR-6, CCR-6, CD196, CKR-L3, CKRL3, CMKBR6, DCR2, DRY6, GPR29, GPRCY4, STRL22	chemokine (C-C motif) receptor 6
CCR7	1236	BLR2, CD197, CDw197, CMKBR7, EBI1	chemokine (C-C motif) receptor 7
CD151	977	GP27, MER2, PETA-3, RAPH, SFA1, TSPAN24	CD151 molecule (Raph blood group)
CD163	9332	M130, MM130	CD163 molecule
CD19	930	B4, CVID3	CD19 molecule
CD1D	912	CD1A, R3	CD1d molecule
CD2	914	LFA-2, SRBC, T11	CD2 molecule
CD22	933	SIGLEC-2, SIGLEC2	CD22 molecule
CD24	100133941	CD24A	CD24 molecule
CD247	919	CD3-ZETA, CD3H, CD3Q, CD3Z, T3Z, TCRZ	CD247 molecule
CD28	940	Tp44	CD28 molecule
CD2AP	23607	CMS	CD2-associated protein
CD33	945	SIGLEC-3, SIGLEC3, p67	CD33 molecule
CD36	948	BDPLT10, CHDS7, FAT, GP3B, GP4, GPIV, PASIV, SCARB3	CD36 molecule (thrombospondin receptor)
CD38	952	T10	CD38 molecule
CD3G	917	CD3-GAMMA, T3G	CD3g molecule, gamma (CD3-TCR complex)
CD4	920	CD4mut	CD4 molecule
CD40	958	Bp50, CDW40, TNFRSF5, p50	CD40 molecule, TNF receptor superfamily member 5
CD40LG	959	CD154, CD40L, HIGM1, IGM, IMD3, T-BAM, TNFSF5, TRAP, gp39, hCD40L	CD40 ligand
CD44	960	CDW44, CSPG8, ECMR-III, HCELL, HUTCH-I, IN, LHR, MC56, MDU2, MDU3, MIC4, Pgp1	CD44 molecule (Indian blood group)
CD46	4179	AHUS2, MCP, MIC10, TLX, TRA2.10	CD46 molecule, complement regulatory protein
CD58	965	LFA-3, LFA3, ag3	CD58 molecule
CD59	966	16.3A5, 1F5, EJ16, EJ30, EL32, G344, HRF-20, HRF20, MAC-IP, MACIF, MEM43, MIC11, MIN1, MIN2, MIN3, MIRL, MSK21, p18-20	CD59 molecule, complement regulatory protein
CD6	923	TP120	CD6 molecule
CD68	968	GP110, LAMP4, SCARD1	CD68 molecule
CD69	969	AIM, BL-AC/P26, CLEC2C, EA1, GP32/28, MLR-3	CD69 molecule
CD70	970	CD27L, CD27LG, TNFSF7	CD70 molecule
CD74	972	DHLAG, HLADG, II, Ia-GAMMA	CD74 molecule, major histocompatibility complex, class II invariant chain
CD79A	973	IGA, MB-1	CD79a molecule, immunoglobulin-associated alpha
CD80	941	B7, B7-1, B7.1, BB1, CD28LG, CD28LG1, LAB7	CD80 molecule
CD82	3732	4F9, C33, GR15, IA4, KAI1, R2, SAR2, ST6, TSPAN27	CD82 molecule
CD83	9308	BL11, HB15	CD83 molecule
CD86	942	B7-2, B7.2, B70, CD28LG2, LAB72	CD86 molecule
CD8A	925	CD8, Leu2, MAL, p32	CD8a molecule
CD8B	926	CD8B1, LEU2, LY3, LYT3, P37	CD8b molecule
CD97	976	TM7LN1	CD97 molecule
CD99	4267	HBA71, MIC2, MIC2X, MIC2Y, MSK5X	CD99 molecule
CDA	978	CDD	cytidine deaminase
CDAN1	146059	CDA1, CDAI, DLT, PRO1295	codanin 1
CDC20	991	CDC20A, bA276H19.3, p55CDC	cell division cycle 20
CDC25A	993	CDC25A2, cdc25A	cell division cycle 25A
CDC25C	995	CDC25, PPP1R60	cell division cycle 25C
CDC34	997	E2-CDC34, UBC3, UBCH3, UBE2R1	cell division cycle 34
CDC42	998	CDC42Hs, G25K	cell division cycle 42
CDC42BPG	55561	DMPK2, HSMDPKIN, KAPPA-200, MRCKG, MRCKgamma	CDC42 binding protein kinase gamma (DMPK-like)
CDC5L	988	CDC5, CDC5-LIKE, CEF1, PCDC5RP, dJ319D22.1	cell division cycle 5-like
CDC6	990	CDC18L, HsCDC18, HsCDC6, cdc6	cell division cycle 6
CDC73	79577	C1orf28, HPTJT, HRPT2, HYX	cell division cycle 73
CDCA7	83879	JPO1	cell division cycle associated 7
CDCA7L	55536	JPO2, R1, RAM2	cell division cycle associated 7-like
CDH1	999	Arc-1, CD324, CDHE, ECAD, LCAM, UVO	cadherin 1, type 1, E-cadherin (epithelial)
CDH11	1009	CAD11, CDHOB, OB, OSF-4	cadherin 11, type 2, OB-cadherin (osteoblast)
CDH13	1012	CDHH, P105	cadherin 13, H-cadherin (heart)
CDH17	1015	CDH16, HPT-1, HPT1	cadherin 17, LI cadherin (liver-intestine)
CDH2	1000	CD325, CDHN, CDw325, NCAD	cadherin 2, type 1, N-cadherin (neuronal)
CDH3	1001	CDHP, HJMD, PCAD	cadherin 3, type 1, P-cadherin (placental)
CDH5	1003	7B4, CD144	cadherin 5, type 2 (vascular endothelium)
CDH6	1004	CAD6, KCAD	cadherin 6, type 2, K-cadherin (fetal kidney)
CDK1	983	CDC2, CDC28A, P34CDC2	cyclin-dependent kinase 1
CDK11B	984	CDC2L1, CDK11, CDK11-p110, CDK11-p46, CDK11-p58, CLK-1, PK58, p58, p58CDC2L1, p58CLK-1	cyclin-dependent kinase 11B
CDK2	1017	p33(CDK2)	cyclin-dependent kinase 2
CDK20	23552	CCRK, CDCH, P42, PNQALRE	cyclin-dependent kinase 20
CDK4	1019	CMM3, PSK-J3	cyclin-dependent kinase 4
CDK5R1	8851	CDK5P35, CDK5R, NCK5A, p23, p25, p35, p35nck5a	cyclin-dependent kinase 5, regulatory subunit 1 (p35)
CDK6	1021	PLSTIRE	cyclin-dependent kinase 6
CDK7	1022	CAK1, CDKN7, HCAK, MO15, STK1, p39MO15	cyclin-dependent kinase 7
CDKL5	6792	EIEE2, ISSX, STK9	cyclin-dependent kinase-like 5
CDKN1A	1026	CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
CDKN1B	1027	CDKN4, KIP1, MEN1B, MEN4, P27KIP1	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
CDKN1C	1028	BWCR, BWS, KIP2, WBS, p57, p57Kip2	cyclin-dependent kinase inhibitor 1C (p57, Kip2)
CDKN2A	1029	ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16	cyclin-dependent kinase inhibitor 2A
CDKN2B	1030	CDK4I, INK4B, MTS2, P15, TP15, p15INK4b	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
CDKN2C	1031	INK4C, p18, p18-INK4C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
CDKN3	1033	CDI1, CIP2, KAP, KAP1	cyclin-dependent kinase inhibitor 3
CDT1	81620	DUP, RIS2	chromatin licensing and DNA replication factor 1
CDX2	1045	CDX-3, CDX3	caudal type homeobox 2
CEACAM1	634	BGP, BGP1, BGPI	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)
CEACAM5	1048	CD66e, CEA	carcinoembryonic antigen-related cell adhesion molecule 5
CEBPA	1050	C/EBP-alpha, CEBP, Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha
CEBPB	1051	C/EBP-beta, CRP2, IL6DBP, LAP, NF-IL6, TCF5, Cebpb	CCAAT/enhancer binding protein (C/EBP), beta
CEBPD	1052	C/EBP-delta, CELF, CRP3, NF-IL6-beta, Cebpd	CCAAT/enhancer binding protein (C/EBP), delta
CEBPE	1053	C/EBP-epsilon, CRP1, Cebpe	CCAAT/enhancer binding protein (C/EBP), epsilon
CEBPG	1054	GPE1BP, IG/EBP-1, Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma
CEBPZ	10153	CBF, CBF2, HSP-CBF, NOC1	CCAAT/enhancer binding protein (C/EBP), zeta
CEL	1056	BAL, BSDL, BSSL, CELL, CEase, FAP, FAPP, LIPA, MODY8	carboxyl ester lipase
CELSR3	1951	CDHF11, EGFL1, FMI1, HFMI1, MEGF2, RESDA1	cadherin, EGF LAG seven-pass G-type receptor 3
CENPW	387103	C6orf173, CUG2	centromere protein W
CEP55	55165	C10orf3, CT111, URCC6	centrosomal protein 55kDa
CERS2	29956	L3, LASS2, SP260, TMSG1	ceramide synthase 2
CES1	1066	ACAT, CE-1, CEH, CES2, HMSE, HMSE1, PCE-1, REH, SES1, TGH, hCE-1	carboxylesterase 1
CETP	1071	BPIFF, HDLCQ10	cholesteryl ester transfer protein, plasma
CFB	629	AHUS4, BF, BFD, CFAB, FB, FBI12, GBG, H2-Bf, PBF2	complement factor B
CFH	3075	AHUS1, AMBP1, ARMD4, ARMS1, CFHL3, FH, FHL1, HF, HF1, HF2, HUS	complement factor H
CFI	3426	AHUS3, C3BINA, C3b-INA, FI, IF, KAF	complement factor I
CFLAR	8837	CASH, CASP8AP1, CLARP, Casper, FLAME, FLAME-1, FLAME1, FLIP, I-FLICE, MRIT, c-FLIP, c-FLIPL, c-FLIPR, c-FLIPS	CASP8 and FADD-like apoptosis regulator
CFTR	1080	ABC35, ABCC7, CF, CFTR/MRP, MRP7, TNR-CFTR, dJ760C5.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
CGA	1081	CG-ALPHA, FSHA, GPHA1, GPHa, HCG, LHA, TSHA	glycoprotein hormones, alpha polypeptide
CGB	1082	CGB3, CGB5, CGB7, CGB8, hCGB	chorionic gonadotropin, beta polypeptide
CGB5	93659	HCG	chorionic gonadotropin, beta polypeptide 5
CHAT	1103	CHOACTASE, CMS1A, CMS1A2	choline O-acetyltransferase
CHD4	1108	Mi-2b, Mi2-BETA	chromodomain helicase DNA binding protein 4
CHD8	57680	AUTS18, HELSNF1	chromodomain helicase DNA binding protein 8
CHEK1	1111	CHK1	checkpoint kinase 1
CHEK2	11200	CDS1, CHK2, HuCds1, LFS2, PP1425, RAD53, hCds1	checkpoint kinase 2
CHGA	1113	CGA	chromogranin A (parathyroid secretory protein 1)
CHGB	1114	SCG1	chromogranin B (secretogranin 1)
CHI3L1	1116	ASRT7, CGP-39, GP-39, GP39, HC-gp39, HCGP-3P, YKL-40, YKL40, YYL-40, hCGP-39	chitinase 3-like 1 (cartilage glycoprotein-39)
CHKA	1119	CHK, CK, CKI, EK	choline kinase alpha
CHRNA1	1134	ACHRA, ACHRD, CHRNA, CMS2A, FCCMS, SCCMS	cholinergic receptor, nicotinic, alpha 1 (muscle)
CHRNA3	1136	LNCR2, NACHRA3, PAOD2	cholinergic receptor, nicotinic, alpha 3 (neuronal)
CHRNA5	1138	LNCR2	cholinergic receptor, nicotinic, alpha 5 (neuronal)
CHRNE	1145	ACHRE, CMS1D, CMS1E, CMS2A, FCCMS, SCCMS	cholinergic receptor, nicotinic, epsilon (muscle)
CHST4	10164	GST3, GlcNAc6ST2, HECGLCNAC6ST, LSST	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4
CHUK	1147	IKBKA, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16	conserved helix-loop-helix ubiquitous kinase
CIAO1	9391	CIA1, WDR39	cytosolic iron-sulfur protein assembly 1
CIDEA	1149	CIDE-A	cell death-inducing DFFA-like effector a
CIITA	4261	C2TA, CIITAIV, MHC2TA, NLRA	class II, major histocompatibility complex, transactivator
CISH	1154	BACTS2, CIS, CIS-1, G18, SOCS	cytokine inducible SH2-containing protein
CITED2	10370	ASD8, MRG-1, MRG1, P35SRJ, VSD2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
CKM	1158	CKMM, M-CK	creatine kinase, muscle
CKS2	1164	CKSHS2	CDC28 protein kinase regulatory subunit 2
CLCN5	1184	CLC5, CLCK2, ClC-5, DENTS, NPHL1, NPHL2, XLRH, XRN, hCIC-K2	chloride channel, voltage-sensitive 5
CLCNKA	1187	CLCK1, ClC-K1, hClC-Ka	chloride channel, voltage-sensitive Ka
CLDN3	1365	C7orf1, CPE-R2, CPETR2, HRVP1, RVP1	claudin 3
CLDN7	1366	CEPTRL2, CLDN-7, CPETRL2, Hs.84359, claudin-1	claudin 7
CLEC4C	170482	BDCA2, CD303, CLECSF11, CLECSF7, DLEC, HECL, PRO34150	C-type lectin domain family 4, member C
CLEC4G	339390	DTTR431, LP2698, LSECtin, UNQ431	C-type lectin domain family 4, member G
CLK3	1198	PHCLK3, PHCLK3/152	CDC-like kinase 3
CLOCK	9575	KAT13D, bHLHe8	clock circadian regulator
CLU	1191	APO-J, APOJ, CLI, CLU1, CLU2, KUB1, NA1/NA2, SGP-2, SGP2, SP-40, TRPM-2, TRPM2	clusterin
CNBP	7555	CNBP1, DM2, PROMM, RNF163, ZCCHC22, ZNF9	CCHC-type zinc finger, nucleic acid binding protein
CNOT7	29883	CAF1, hCAF-1	CCR4-NOT transcription complex, subunit 7
CNOT8	9337	CAF1, CALIF, POP2, hCAF1	CCR4-NOT transcription complex, subunit 8
CNP	1267	CNP1	2',3'-cyclic nucleotide 3' phosphodiesterase
CNR1	1268	CANN6, CB-R, CB1, CB1A, CB1K5, CB1R, CNR	cannabinoid receptor 1 (brain)
CNTNAP2	26047	AUTS15, CASPR2, CDFE, NRXN4, PTHSL1	contactin associated protein-like 2
COL11A1	1301	CO11A1, COLL6, STL2	collagen, type XI, alpha 1
COL11A2	1302	DFNA13, DFNB53, FBCG2, HKE5, PARP, STL3	collagen, type XI, alpha 2
COL18A1	80781	KNO, KNO1, KS	collagen, type XVIII, alpha 1
COL1A1	1277	OI4	collagen, type I, alpha 1
COL1A2	1278	OI4	collagen, type I, alpha 2
COL2A1	1280	ANFH, AOM, COL11A3, SEDC	collagen, type II, alpha 1
COL4A1	1282	HANAC, ICH, POREN1, arresten, col4a1	collagen, type IV, alpha 1
COL4A2	1284	ICH, POREN2, col4a2	collagen, type IV, alpha 2
COL4A4	1286	CA44	collagen, type IV, alpha 4
COL7A1	1294	EBD1, EBDCT, EBR1	collagen, type VII, alpha 1
COMP	1311	EDM1, EPD1, MED, PSACH, THBS5	cartilage oligomeric matrix protein
COPS5	10987	CSN5, JAB1, MOV-34, SGN5	COP9 signalosome subunit 5
CORO1C	23603	HCRNN4	coronin, actin binding protein, 1C
COX4I1	1327	COX4, COX4-1, COXIV	cytochrome c oxidase subunit IV isoform 1
COX6A1	1337	COX6A, COX6AL	cytochrome c oxidase subunit VIa polypeptide 1
CPD	1362	GP180	carboxypeptidase D
CPEB1	64506	CEBP, CPE-BP1, CPEB	cytoplasmic polyadenylation element binding protein 1
CPT1A	1374	CPT1, CPT1-L, L-CPT1	carnitine palmitoyltransferase 1A (liver)
CPT1B	1375	CPT1-M, CPT1M, CPTI, CPTI-M, M-CPT1, MCCPT1, MCPT1	carnitine palmitoyltransferase 1B (muscle)
CR1	1378	C3BR, C4BR, CD35, KN	complement component (3b/4b) receptor 1 (Knops blood group)
CR2	1380	C3DR, CD21, CR, CVID7, SLEB9	complement component (3d/Epstein Barr virus) receptor 2
CRABP1	1381	CRABP, CRABP-I, CRABPI, RBP5	cellular retinoic acid binding protein 1
CRABP2	1382	CRABP-II, RBP6	cellular retinoic acid binding protein 2
CREB1	1385	CREB, Creb1	cAMP responsive element binding protein 1
CREB3	10488	LUMAN, LZIP	cAMP responsive element binding protein 3
CREB3L1	90993	OASIS	cAMP responsive element binding protein 3-like 1
CREB3L4	148327	AIBZIP, ATCE1, CREB3, CREB4, JAL, hJAL	cAMP responsive element binding protein 3-like 4
CREB5	9586	CRE-BPA	cAMP responsive element binding protein 5
CREBBP	1387	CBP, KAT3A, RSTS	CREB binding protein
CREG1	8804	CREG	cellular repressor of E1A-stimulated genes 1
CREM	1390	CREM-2, ICER, hCREM-2	cAMP responsive element modulator
CRH	1392	CRF	corticotropin releasing hormone
CRHBP	1393	CRF-BP, CRFBP	corticotropin releasing hormone binding protein
CRHR1	1394	CRF-R, CRF-R-1, CRF-R1, CRF1, CRFR-1, CRFR1, CRH-R-1, CRH-R1, CRH-R1h, CRHR, CRHR1L, CRHR1f	corticotropin releasing hormone receptor 1
CRISP1	167	AEGL1, ARP, CRISP-1, HSCRISP1D, HSCRISP1G, HUMARP	cysteine-rich secretory protein 1
CRISP3	10321	Aeg2, CRISP-3, CRS3, SGP28, dJ442L6.3	cysteine-rich secretory protein 3
CRLF1	9244	CISS, CISS1, CLF, CLF-1, NR6, zcytor5	cytokine receptor-like factor 1
CRMP1	1400	CRMP-1, DPYSL1, DRP-1, DRP1, ULIP-3	collapsin response mediator protein 1
CRP	1401	PTX1	C-reactive protein, pentraxin-related
CRTC1	23373	MECT1, TORC-1, TORC1, WAMTP1	CREB regulated transcription coactivator 1
CRX	1406	CORD2, CRD, LCA7, OTX3	cone-rod homeobox
CRY1	1407	PHLL1	cryptochrome 1 (photolyase-like)
CRY2	1408	HCRY2, PHLL2	cryptochrome 2 (photolyase-like)
CRYAB	1410	CRYA2, CTPP2, HSPB5	crystallin, alpha B
CRYGA	1418	CRY-g-A, CRYG1, CRYG5	crystallin, gamma A
CRYGB	1419	CRYG2	crystallin, gamma B
CRYGC	1420	CCL, CRYG3	crystallin, gamma C
CSF1	1435	CSF-1, MCSF	colony stimulating factor 1 (macrophage)
CSF1R	1436	C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, HDLS, M-CSF-R	colony stimulating factor 1 receptor
CSF2	1437	GMCSF	colony stimulating factor 2 (granulocyte-macrophage)
CSF2RA	1438	CD116, CDw116, CSF2R, CSF2RAX, CSF2RAY, CSF2RX, CSF2RY, GM-CSF-R-alpha, GMCSFR, GMR, SMDP4	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)
CSF3R	1441	CD114, GCSFR	colony stimulating factor 3 receptor (granulocyte)
CSH1	1442	CS-1, CSA, CSMT, PL, hCS-A	chorionic somatomammotropin hormone 1 (placental lactogen)
CSH2	1443	CS-2, CSB, hCS-B	chorionic somatomammotropin hormone 2
CSN2	1447	CASB	casein beta
CSNK1A1	1452	CK1, CK1a, CKIa, HLCDGP1, PRO2975	casein kinase 1, alpha 1
CSNK2A1	1457	CK2A1, CKII	casein kinase 2, alpha 1 polypeptide
CSNK2B	1460	CK2B, CK2N, CSK2B, G5A	casein kinase 2, beta polypeptide
CSRP1	1465	CRP, CRP1, CSRP, CYRP, D1S181E	cysteine and glycine-rich protein 1
CSTA	1475	AREI, STF1, STFA	cystatin A (stefin A)
CTBP1	1487	BARS	C-terminal binding protein 1
CTBP2	1488	CtBP2	C-terminal binding protein 2
CTCFL	140690	BORIS, CT27, CTCF-T, HMGB1L1, dJ579F20.2	CCCTC-binding factor (zinc finger protein)-like
CTGF	1490	CCN2, HCS24, IGFBP8, NOV2	connective tissue growth factor
CTLA4	1493	CD, CD152, CELIAC3, CTLA-4, GRD4, GSE, IDDM12	cytotoxic T-lymphocyte-associated protein 4
CTNNB1	1499	CTNNB, MRD19, armadillo	catenin (cadherin-associated protein), beta 1, 88kDa
CTNNBIP1	56998	ICAT	catenin, beta interacting protein 1
CTPS1	1503	CTPS	CTP synthase 1
CTR9	9646	SH2BP1, TSBP, p150, p150TSP	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
CTSB	1508	APPS, CPSB	cathepsin B
CTSD	1509	CLN10, CPSD	cathepsin D
CTSG	1511	CATG, CG	cathepsin G
CTSK	1513	CTS02, CTSO, CTSO1, CTSO2, PKND, PYCD	cathepsin K
CTSL	1514	CATL, CTSL, MEP	cathepsin L1
CUX1	1523	CASP, CDP, CDP/Cut, CDP1, COY1, CUTL1, CUX, Clox, Cux/CDP, GOLIM6, Nbla10317, p100, p110, p200, p75	cut-like homeobox 1
CX3CL1	6376	ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin	chemokine (C-X3-C motif) ligand 1
CXADR	1525	CAR, CAR4/6, HCAR	coxsackie virus and adenovirus receptor
CXCL1	2919	FSP, GRO1, GROa, MGSA, MGSA-a, NAP-3, SCYB1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)
CXCL10	3627	C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1	chemokine (C-X-C motif) ligand 10
CXCL12	6387	IRH, PBSF, SCYB12, SDF1, SDF1A, SDF1B, TLSF, TPAR1	chemokine (C-X-C motif) ligand 12
CXCL14	9547	BMAC, BRAK, KEC, KS1, MIP-2g, MIP2G, NJAC, SCYB14	chemokine (C-X-C motif) ligand 14
CXCL2	2920	CINC-2a, GRO2, GROb, MGSA-b, MIP-2a, MIP2, MIP2A, SCYB2	chemokine (C-X-C motif) ligand 2
CXCL5	6374	ENA-78, SCYB5	chemokine (C-X-C motif) ligand 5
CXCL9	4283	CMK, Humig, MIG, SCYB9, crg-10	chemokine (C-X-C motif) ligand 9
CXCR1	3577	C-C, C-C-CKR-1, CD128, CD181, CDw128a, CKR-1, CMKAR1, IL8R1, IL8RA, IL8RBA	chemokine (C-X-C motif) receptor 1
CXCR2	3579	CD182, CDw128b, CMKAR2, IL8R2, IL8RA, IL8RB	chemokine (C-X-C motif) receptor 2
CXCR3	2833	CD182, CD183, CKR-L2, CMKAR3, GPR9, IP10-R, Mig-R, MigR	chemokine (C-X-C motif) receptor 3
CXCR4	7852	CD184, D2S201E, FB22, HM89, HSY3RR, LAP3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM	chemokine (C-X-C motif) receptor 4
CXCR5	643	BLR1, CD185, MDR15	chemokine (C-X-C motif) receptor 5
CXCR7	57007	CMKOR1, CXC-R7, CXCR-7, GPR159, RDC-1, RDC1	chemokine (C-X-C motif) receptor 7
CXXC5	51523	CF5, RINF, WID	CXXC finger protein 5
CYBB	1536	AMCBX2, CGD, GP91-1, GP91-PHOX, GP91PHOX, NOX2, p91-PHOX	cytochrome b-245, beta polypeptide
CYC1	1537	UQCR4	cytochrome c-1
CYFIP2	26999	PIR121	cytoplasmic FMR1 interacting protein 2
CYLD	1540	BRSS, CDMT, CYLD1, CYLDI, EAC, MFT, MFT1, SBS, TEM, USPL2	cylindromatosis (turban tumor syndrome)
CYP11A1	1583	CYP11A, CYPXIA1, P450SCC	cytochrome P450, family 11, subfamily A, polypeptide 1
CYP11B1	1584	CPN1, CYP11B, FHI, P450C11	cytochrome P450, family 11, subfamily B, polypeptide 1
CYP11B2	1585	ALDOS, CPN2, CYP11B, CYP11BL, CYPXIB2, P-450C18, P450C18, P450aldo	cytochrome P450, family 11, subfamily B, polypeptide 2
CYP17A1	1586	CPT7, CYP17, P450C17, S17AH	cytochrome P450, family 17, subfamily A, polypeptide 1
CYP19A1	1588	ARO, ARO1, CPV1, CYAR, CYP19, CYPXIX, P-450AROM	cytochrome P450, family 19, subfamily A, polypeptide 1
CYP1A1	1543	AHH, AHRR, CP11, CYP1, P1-450, P450-C, P450DX	cytochrome P450, family 1, subfamily A, polypeptide 1
CYP1A2	1544	CP12, P3-450, P450(PA)	cytochrome P450, family 1, subfamily A, polypeptide 2
CYP1B1	1545	CP1B, CYPIB1, GLC3A, P4501B1	cytochrome P450, family 1, subfamily B, polypeptide 1
CYP24A1	1591	CP24, CYP24, HCAI, P450-CC24	cytochrome P450, family 24, subfamily A, polypeptide 1
CYP27A1	1593	CP27, CTX, CYP27	cytochrome P450, family 27, subfamily A, polypeptide 1
CYP27B1	1594	CP2B, CYP1, CYP1alpha, CYP27B, P450c1, PDDR, VDD1, VDDR, VDDRI, VDR	cytochrome P450, family 27, subfamily B, polypeptide 1
CYP2A6	1548	CPA6, CYP2A, CYP2A3, CYPIIA6, P450C2A, P450PB	cytochrome P450, family 2, subfamily A, polypeptide 6
CYP2B6	1555	CPB6, CYP2B, CYP2B7, CYP2B7P, CYPIIB6, EFVM, IIB1, P450	cytochrome P450, family 2, subfamily B, polypeptide 6
CYP2C19	1557	CPCJ, CYP2C, P450C2C, P450IIC19	cytochrome P450, family 2, subfamily C, polypeptide 19
CYP2C8	1558	CPC8, CYPIIC8, MP-12/MP-20	cytochrome P450, family 2, subfamily C, polypeptide 8
